"season","player_id","player_name","team_id","team_name","shot_zone_basic","shots_attempted","shots_made","percentage","team_average","league_average"
"2010-2011","101107","Marvin Williams","1610612737","Atlanta Hawks","Above the Break 3",48,14,29.17,34.0,34.93
"2010-2011","101107","Marvin Williams","1610612737","Atlanta Hawks","Backcourt",1,0,0.0,7.69,2.99
"2010-2011","101107","Marvin Williams","1610612737","Atlanta Hawks","In The Paint (Non-RA)",65,23,35.38,44.18,38.99
"2010-2011","101107","Marvin Williams","1610612737","Atlanta Hawks","Left Corner 3",30,11,36.67,38.51,39.16
"2010-2011","101107","Marvin Williams","1610612737","Atlanta Hawks","Mid-Range",208,86,41.35,42.09,40.03
"2010-2011","101107","Marvin Williams","1610612737","Atlanta Hawks","Restricted Area",154,100,64.94,62.37,61.99
"2010-2011","101107","Marvin Williams","1610612737","Atlanta Hawks","Right Corner 3",31,12,38.71,37.38,39.72
"2010-2011","1710","Mike Bibby","1610612737","Atlanta Hawks","Above the Break 3",188,84,44.68,34.0,34.93
"2010-2011","1710","Mike Bibby","1610612737","Atlanta Hawks","In The Paint (Non-RA)",14,6,42.86,44.18,38.99
"2010-2011","1710","Mike Bibby","1610612737","Atlanta Hawks","Left Corner 3",46,21,45.65,38.51,39.16
"2010-2011","1710","Mike Bibby","1610612737","Atlanta Hawks","Mid-Range",138,51,36.96,42.09,40.03
"2010-2011","1710","Mike Bibby","1610612737","Atlanta Hawks","Restricted Area",33,22,66.67,62.37,61.99
"2010-2011","1710","Mike Bibby","1610612737","Atlanta Hawks","Right Corner 3",22,8,36.36,37.38,39.72
"2010-2011","200756","Hilton Armstrong","1610612737","Atlanta Hawks","Above the Break 3",1,1,100.0,34.0,34.93
"2010-2011","200756","Hilton Armstrong","1610612737","Atlanta Hawks","In The Paint (Non-RA)",2,0,0.0,44.18,38.99
"2010-2011","200756","Hilton Armstrong","1610612737","Atlanta Hawks","Mid-Range",5,3,60.0,42.09,40.03
"2010-2011","200756","Hilton Armstrong","1610612737","Atlanta Hawks","Restricted Area",4,2,50.0,62.37,61.99
"2010-2011","201143","Al Horford","1610612737","Atlanta Hawks","Above the Break 3",2,0,0.0,34.0,34.93
"2010-2011","201143","Al Horford","1610612737","Atlanta Hawks","In The Paint (Non-RA)",211,104,49.29,44.18,38.99
"2010-2011","201143","Al Horford","1610612737","Atlanta Hawks","Mid-Range",464,235,50.65,42.09,40.03
"2010-2011","201143","Al Horford","1610612737","Atlanta Hawks","Restricted Area",242,172,71.07,62.37,61.99
"2010-2011","201143","Al Horford","1610612737","Atlanta Hawks","Right Corner 3",2,2,100.0,37.38,39.72
"2010-2011","201952","Jeff Teague","1610612737","Atlanta Hawks","Above the Break 3",42,15,35.71,34.0,34.93
"2010-2011","201952","Jeff Teague","1610612737","Atlanta Hawks","Backcourt",1,0,0.0,7.69,2.99
"2010-2011","201952","Jeff Teague","1610612737","Atlanta Hawks","In The Paint (Non-RA)",90,43,47.78,44.18,38.99
"2010-2011","201952","Jeff Teague","1610612737","Atlanta Hawks","Left Corner 3",3,2,66.67,38.51,39.16
"2010-2011","201952","Jeff Teague","1610612737","Atlanta Hawks","Mid-Range",62,16,25.81,42.09,40.03
"2010-2011","201952","Jeff Teague","1610612737","Atlanta Hawks","Restricted Area",104,56,53.85,62.37,61.99
"2010-2011","201952","Jeff Teague","1610612737","Atlanta Hawks","Right Corner 3",2,1,50.0,37.38,39.72
"2010-2011","202348","Jordan Crawford","1610612737","Atlanta Hawks","Above the Break 3",22,7,31.82,34.0,34.93
"2010-2011","202348","Jordan Crawford","1610612737","Atlanta Hawks","In The Paint (Non-RA)",4,0,0.0,44.18,38.99
"2010-2011","202348","Jordan Crawford","1610612737","Atlanta Hawks","Left Corner 3",1,1,100.0,38.51,39.16
"2010-2011","202348","Jordan Crawford","1610612737","Atlanta Hawks","Mid-Range",25,12,48.0,42.09,40.03
"2010-2011","202348","Jordan Crawford","1610612737","Atlanta Hawks","Restricted Area",21,6,28.57,62.37,61.99
"2010-2011","202348","Jordan Crawford","1610612737","Atlanta Hawks","Right Corner 3",4,1,25.0,37.38,39.72
"2010-2011","202377","Pape Sy","1610612737","Atlanta Hawks","In The Paint (Non-RA)",2,1,50.0,44.18,38.99
"2010-2011","202377","Pape Sy","1610612737","Atlanta Hawks","Left Corner 3",1,0,0.0,38.51,39.16
"2010-2011","202377","Pape Sy","1610612737","Atlanta Hawks","Restricted Area",3,1,33.33,62.37,61.99
"2010-2011","2037","Jamal Crawford","1610612737","Atlanta Hawks","Above the Break 3",224,69,30.8,34.0,34.93
"2010-2011","2037","Jamal Crawford","1610612737","Atlanta Hawks","Backcourt",5,1,20.0,7.69,2.99
"2010-2011","2037","Jamal Crawford","1610612737","Atlanta Hawks","In The Paint (Non-RA)",106,40,37.74,44.18,38.99
"2010-2011","2037","Jamal Crawford","1610612737","Atlanta Hawks","Left Corner 3",80,31,38.75,38.51,39.16
"2010-2011","2037","Jamal Crawford","1610612737","Atlanta Hawks","Mid-Range",281,122,43.42,42.09,40.03
"2010-2011","2037","Jamal Crawford","1610612737","Atlanta Hawks","Restricted Area",138,87,63.04,62.37,61.99
"2010-2011","2037","Jamal Crawford","1610612737","Atlanta Hawks","Right Corner 3",40,18,45.0,37.38,39.72
"2010-2011","2041","Etan Thomas","1610612737","Atlanta Hawks","In The Paint (Non-RA)",8,4,50.0,44.18,38.99
"2010-2011","2041","Etan Thomas","1610612737","Atlanta Hawks","Mid-Range",3,1,33.33,42.09,40.03
"2010-2011","2041","Etan Thomas","1610612737","Atlanta Hawks","Restricted Area",10,5,50.0,62.37,61.99
"2010-2011","2207","Joe Johnson","1610612737","Atlanta Hawks","Above the Break 3",175,53,30.29,34.0,34.93
"2010-2011","2207","Joe Johnson","1610612737","Atlanta Hawks","Backcourt",4,0,0.0,7.69,2.99
"2010-2011","2207","Joe Johnson","1610612737","Atlanta Hawks","In The Paint (Non-RA)",276,141,51.09,44.18,38.99
"2010-2011","2207","Joe Johnson","1610612737","Atlanta Hawks","Left Corner 3",65,20,30.77,38.51,39.16
"2010-2011","2207","Joe Johnson","1610612737","Atlanta Hawks","Mid-Range",352,135,38.35,42.09,40.03
"2010-2011","2207","Joe Johnson","1610612737","Atlanta Hawks","Restricted Area",233,149,63.95,62.37,61.99
"2010-2011","2207","Joe Johnson","1610612737","Atlanta Hawks","Right Corner 3",56,16,28.57,37.38,39.72
"2010-2011","2215","Jason Collins","1610612737","Atlanta Hawks","In The Paint (Non-RA)",5,2,40.0,44.18,38.99
"2010-2011","2215","Jason Collins","1610612737","Atlanta Hawks","Left Corner 3",1,1,100.0,38.51,39.16
"2010-2011","2215","Jason Collins","1610612737","Atlanta Hawks","Mid-Range",33,13,39.39,42.09,40.03
"2010-2011","2215","Jason Collins","1610612737","Atlanta Hawks","Restricted Area",32,18,56.25,62.37,61.99
"2010-2011","2230","Maurice Evans","1610612737","Atlanta Hawks","Above the Break 3",37,9,24.32,34.0,34.93
"2010-2011","2230","Maurice Evans","1610612737","Atlanta Hawks","In The Paint (Non-RA)",14,5,35.71,44.18,38.99
"2010-2011","2230","Maurice Evans","1610612737","Atlanta Hawks","Left Corner 3",33,13,39.39,38.51,39.16
"2010-2011","2230","Maurice Evans","1610612737","Atlanta Hawks","Mid-Range",50,21,42.0,42.09,40.03
"2010-2011","2230","Maurice Evans","1610612737","Atlanta Hawks","Restricted Area",48,25,52.08,62.37,61.99
"2010-2011","2230","Maurice Evans","1610612737","Atlanta Hawks","Right Corner 3",18,6,33.33,37.38,39.72
"2010-2011","2550","Kirk Hinrich","1610612737","Atlanta Hawks","Above the Break 3",56,24,42.86,34.0,34.93
"2010-2011","2550","Kirk Hinrich","1610612737","Atlanta Hawks","Backcourt",1,0,0.0,7.69,2.99
"2010-2011","2550","Kirk Hinrich","1610612737","Atlanta Hawks","In The Paint (Non-RA)",11,5,45.45,44.18,38.99
"2010-2011","2550","Kirk Hinrich","1610612737","Atlanta Hawks","Left Corner 3",11,6,54.55,38.51,39.16
"2010-2011","2550","Kirk Hinrich","1610612737","Atlanta Hawks","Mid-Range",82,35,42.68,42.09,40.03
"2010-2011","2550","Kirk Hinrich","1610612737","Atlanta Hawks","Restricted Area",16,8,50.0,62.37,61.99
"2010-2011","2550","Kirk Hinrich","1610612737","Atlanta Hawks","Right Corner 3",8,2,25.0,37.38,39.72
"2010-2011","2585","Zaza Pachulia","1610612737","Atlanta Hawks","In The Paint (Non-RA)",35,7,20.0,44.18,38.99
"2010-2011","2585","Zaza Pachulia","1610612737","Atlanta Hawks","Mid-Range",42,15,35.71,42.09,40.03
"2010-2011","2585","Zaza Pachulia","1610612737","Atlanta Hawks","Restricted Area",155,85,54.84,62.37,61.99
"2010-2011","2694","Josh Powell","1610612737","Atlanta Hawks","In The Paint (Non-RA)",36,15,41.67,44.18,38.99
"2010-2011","2694","Josh Powell","1610612737","Atlanta Hawks","Mid-Range",107,46,42.99,42.09,40.03
"2010-2011","2694","Josh Powell","1610612737","Atlanta Hawks","Restricted Area",64,33,51.56,62.37,61.99
"2010-2011","2694","Josh Powell","1610612737","Atlanta Hawks","Right Corner 3",1,0,0.0,37.38,39.72
"2010-2011","2746","Josh Smith","1610612737","Atlanta Hawks","Above the Break 3",104,30,28.85,34.0,34.93
"2010-2011","2746","Josh Smith","1610612737","Atlanta Hawks","In The Paint (Non-RA)",147,55,37.41,44.18,38.99
"2010-2011","2746","Josh Smith","1610612737","Atlanta Hawks","Left Corner 3",20,7,35.0,38.51,39.16
"2010-2011","2746","Josh Smith","1610612737","Atlanta Hawks","Mid-Range",371,143,38.54,42.09,40.03
"2010-2011","2746","Josh Smith","1610612737","Atlanta Hawks","Restricted Area",369,248,67.21,62.37,61.99
"2010-2011","2746","Josh Smith","1610612737","Atlanta Hawks","Right Corner 3",30,14,46.67,37.38,39.72
"2010-2011","2863","Damien Wilkins","1610612737","Atlanta Hawks","Above the Break 3",4,1,25.0,34.0,34.93
"2010-2011","2863","Damien Wilkins","1610612737","Atlanta Hawks","Backcourt",1,0,0.0,7.69,2.99
"2010-2011","2863","Damien Wilkins","1610612737","Atlanta Hawks","In The Paint (Non-RA)",22,12,54.55,44.18,38.99
"2010-2011","2863","Damien Wilkins","1610612737","Atlanta Hawks","Left Corner 3",5,1,20.0,38.51,39.16
"2010-2011","2863","Damien Wilkins","1610612737","Atlanta Hawks","Mid-Range",46,21,45.65,42.09,40.03
"2010-2011","2863","Damien Wilkins","1610612737","Atlanta Hawks","Restricted Area",59,34,57.63,62.37,61.99
"2010-2011","101126","Nate Robinson","1610612738","Boston Celtics","Above the Break 3",147,44,29.93,33.13,34.93
"2010-2011","101126","Nate Robinson","1610612738","Boston Celtics","Backcourt",1,0,0.0,0.0,2.99
"2010-2011","101126","Nate Robinson","1610612738","Boston Celtics","In The Paint (Non-RA)",16,6,37.5,40.63,38.99
"2010-2011","101126","Nate Robinson","1610612738","Boston Celtics","Left Corner 3",26,12,46.15,47.83,39.16
"2010-2011","101126","Nate Robinson","1610612738","Boston Celtics","Mid-Range",99,40,40.4,42.34,40.03
"2010-2011","101126","Nate Robinson","1610612738","Boston Celtics","Restricted Area",54,37,68.52,64.28,61.99
"2010-2011","101126","Nate Robinson","1610612738","Boston Celtics","Right Corner 3",18,7,38.89,44.93,39.72
"2010-2011","101144","Von Wafer","1610612738","Boston Celtics","Above the Break 3",50,14,28.0,33.13,34.93
"2010-2011","101144","Von Wafer","1610612738","Boston Celtics","Backcourt",1,0,0.0,0.0,2.99
"2010-2011","101144","Von Wafer","1610612738","Boston Celtics","In The Paint (Non-RA)",21,9,42.86,40.63,38.99
"2010-2011","101144","Von Wafer","1610612738","Boston Celtics","Left Corner 3",6,0,0.0,47.83,39.16
"2010-2011","101144","Von Wafer","1610612738","Boston Celtics","Mid-Range",27,11,40.74,42.34,40.03
"2010-2011","101144","Von Wafer","1610612738","Boston Celtics","Restricted Area",44,29,65.91,64.28,61.99
"2010-2011","101144","Von Wafer","1610612738","Boston Celtics","Right Corner 3",10,4,40.0,44.93,39.72
"2010-2011","1718","Paul Pierce","1610612738","Boston Celtics","Above the Break 3",263,91,34.6,33.13,34.93
"2010-2011","1718","Paul Pierce","1610612738","Boston Celtics","Backcourt",1,0,0.0,0.0,2.99
"2010-2011","1718","Paul Pierce","1610612738","Boston Celtics","In The Paint (Non-RA)",125,56,44.8,40.63,38.99
"2010-2011","1718","Paul Pierce","1610612738","Boston Celtics","Left Corner 3",15,9,60.0,47.83,39.16
"2010-2011","1718","Paul Pierce","1610612738","Boston Celtics","Mid-Range",284,125,44.01,42.34,40.03
"2010-2011","1718","Paul Pierce","1610612738","Boston Celtics","Restricted Area",315,215,68.25,64.28,61.99
"2010-2011","1718","Paul Pierce","1610612738","Boston Celtics","Right Corner 3",18,11,61.11,44.93,39.72
"2010-2011","200765","Rajon Rondo","1610612738","Boston Celtics","Above the Break 3",38,10,26.32,33.13,34.93
"2010-2011","200765","Rajon Rondo","1610612738","Boston Celtics","Backcourt",1,0,0.0,0.0,2.99
"2010-2011","200765","Rajon Rondo","1610612738","Boston Celtics","In The Paint (Non-RA)",84,24,28.57,40.63,38.99
"2010-2011","200765","Rajon Rondo","1610612738","Boston Celtics","Left Corner 3",1,0,0.0,47.83,39.16
"2010-2011","200765","Rajon Rondo","1610612738","Boston Celtics","Mid-Range",235,97,41.28,42.34,40.03
"2010-2011","200765","Rajon Rondo","1610612738","Boston Celtics","Restricted Area",308,187,60.71,64.28,61.99
"2010-2011","200765","Rajon Rondo","1610612738","Boston Celtics","Right Corner 3",3,0,0.0,44.93,39.72
"2010-2011","201145","Jeff Green","1610612738","Boston Celtics","Above the Break 3",9,0,0.0,33.13,34.93
"2010-2011","201145","Jeff Green","1610612738","Boston Celtics","In The Paint (Non-RA)",39,14,35.9,40.63,38.99
"2010-2011","201145","Jeff Green","1610612738","Boston Celtics","Left Corner 3",10,3,30.0,47.83,39.16
"2010-2011","201145","Jeff Green","1610612738","Boston Celtics","Mid-Range",55,29,52.73,42.34,40.03
"2010-2011","201145","Jeff Green","1610612738","Boston Celtics","Restricted Area",81,47,58.02,64.28,61.99
"2010-2011","201145","Jeff Green","1610612738","Boston Celtics","Right Corner 3",8,5,62.5,44.93,39.72
"2010-2011","201175","Glen Davis","1610612738","Boston Celtics","Above the Break 3",11,2,18.18,33.13,34.93
"2010-2011","201175","Glen Davis","1610612738","Boston Celtics","Backcourt",2,0,0.0,0.0,2.99
"2010-2011","201175","Glen Davis","1610612738","Boston Celtics","In The Paint (Non-RA)",101,38,37.62,40.63,38.99
"2010-2011","201175","Glen Davis","1610612738","Boston Celtics","Left Corner 3",1,0,0.0,47.83,39.16
"2010-2011","201175","Glen Davis","1610612738","Boston Celtics","Mid-Range",427,162,37.94,42.34,40.03
"2010-2011","201175","Glen Davis","1610612738","Boston Celtics","Restricted Area",258,157,60.85,64.28,61.99
"2010-2011","201175","Glen Davis","1610612738","Boston Celtics","Right Corner 3",1,0,0.0,44.93,39.72
"2010-2011","201623","Semih Erden","1610612738","Boston Celtics","In The Paint (Non-RA)",12,4,33.33,40.63,38.99
"2010-2011","201623","Semih Erden","1610612738","Boston Celtics","Mid-Range",3,1,33.33,42.34,40.03
"2010-2011","201623","Semih Erden","1610612738","Boston Celtics","Restricted Area",82,53,64.63,64.28,61.99
"2010-2011","202340","Avery Bradley","1610612738","Boston Celtics","Above the Break 3",3,0,0.0,33.13,34.93
"2010-2011","202340","Avery Bradley","1610612738","Boston Celtics","In The Paint (Non-RA)",4,1,25.0,40.63,38.99
"2010-2011","202340","Avery Bradley","1610612738","Boston Celtics","Mid-Range",37,8,21.62,42.34,40.03
"2010-2011","202340","Avery Bradley","1610612738","Boston Celtics","Restricted Area",21,14,66.67,64.28,61.99
"2010-2011","202340","Avery Bradley","1610612738","Boston Celtics","Right Corner 3",2,0,0.0,44.93,39.72
"2010-2011","202376","Luke Harangody","1610612738","Boston Celtics","Above the Break 3",9,2,22.22,33.13,34.93
"2010-2011","202376","Luke Harangody","1610612738","Boston Celtics","In The Paint (Non-RA)",1,0,0.0,40.63,38.99
"2010-2011","202376","Luke Harangody","1610612738","Boston Celtics","Left Corner 3",1,0,0.0,47.83,39.16
"2010-2011","202376","Luke Harangody","1610612738","Boston Celtics","Mid-Range",37,16,43.24,42.34,40.03
"2010-2011","202376","Luke Harangody","1610612738","Boston Celtics","Restricted Area",23,10,43.48,64.28,61.99
"2010-2011","202419","Chris Johnson","1610612738","Boston Celtics","Restricted Area",3,2,66.67,64.28,61.99
